DEPTH,NPHI,RHOB,GR,RT,PEF,CALI,DT,FM. LABEL
3421.7,0.091,2.604,22.463,4.52,8.121,8.625,69.887,Hod Fm. Top
3421.8,0.094,2.608,21.363,4.472,8.156,8.625,69.942,Hod Fm. Top
3421.9,0.097,2.611,21.894,4.324,8.153,8.625,70.057,Hod Fm. Top
3422.0,0.099,2.61,23.938,4.255,8.124,8.625,70.229,Hod Fm. Top
3422.1,0.101,2.607,22.897,4.266,8.101,8.625,70.58,Hod Fm. Top
3422.2,0.102,2.605,25.104,4.204,8.11,8.625,71.0,Hod Fm. Top
3422.3,0.103,2.605,28.078,4.144,8.14,8.625,71.459,Hod Fm. Top
3422.4,0.105,2.605,27.82,4.078,8.168,8.625,71.747,Hod Fm. Top
3422.5,0.107,2.604,26.467,3.889,8.179,8.625,71.929,Hod Fm. Top
3422.6,0.108,2.602,25.576,3.867,8.172,8.625,72.017,Hod Fm. Top
3422.7,0.107,2.6,27.077,3.856,8.158,8.625,71.762,Hod Fm. Top
3422.8,0.105,2.601,26.797,3.911,8.158,8.625,71.586,Hod Fm. Top
3422.9,0.103,2.603,26.11,3.94,8.176,8.625,71.49,Hod Fm. Top
3423.0,0.102,2.605,25.396,3.961,8.202,8.625,71.237,Hod Fm. Top
3423.1,0.102,2.603,24.638,3.923,8.209,8.625,71.048,Hod Fm. Top
3423.2,0.103,2.599,25.452,3.967,8.178,8.625,70.95,Hod Fm. Top
3423.3,0.104,2.596,25.717,4.013,8.121,8.625,70.754,Hod Fm. Top
3423.4,0.107,2.595,25.069,4.048,8.067,8.625,70.589,Hod Fm. Top
3423.5,0.103,2.596,25.282,4.03,8.024,8.578,70.488,Hod Fm. Top
3423.6,0.102,2.596,26.385,4.02,8.014,8.625,70.263,Hod Fm. Top
3423.7,0.1,2.597,25.95,4.054,8.044,8.625,70.015,Hod Fm. Top
3423.8,0.098,2.597,24.535,4.063,8.105,8.625,69.76,Hod Fm. Top
3423.9,0.096,2.597,24.071,4.093,8.172,8.625,69.691,Hod Fm. Top
3424.0,0.095,2.597,24.379,4.142,8.203,8.625,69.779,Hod Fm. Top
3424.1,0.096,2.597,24.714,4.155,8.182,8.625,70.139,Hod Fm. Top
3424.2,0.097,2.596,24.654,4.173,8.119,8.625,70.438,Hod Fm. Top
3424.3,0.1,2.594,24.29,4.175,8.055,8.625,70.681,Hod Fm. Top
3424.4,0.102,2.592,26.638,4.177,8.012,8.625,70.805,Hod Fm. Top
3424.5,0.103,2.591,26.314,4.112,7.995,8.625,70.793,Hod Fm. Top
3424.6,0.103,2.594,26.039,4.041,8.013,8.625,70.757,Hod Fm. Top
3424.7,0.103,2.597,26.484,4.062,8.063,8.625,70.846,Hod Fm. Top
3424.8,0.102,2.602,26.051,4.082,8.124,8.625,70.884,Hod Fm. Top
3424.9,0.101,2.605,27.198,4.137,8.172,8.625,70.894,Hod Fm. Top
3425.0,0.099,2.607,26.42,4.161,8.191,8.625,70.881,Hod Fm. Top
3425.1,0.098,2.607,25.559,4.272,8.198,8.625,70.904,Hod Fm. Top
3425.2,0.097,2.607,26.371,4.254,8.203,8.625,70.952,Hod Fm. Top
3425.3,0.097,2.608,26.084,4.233,8.184,8.625,71.023,Hod Fm. Top
3425.4,0.097,2.608,25.636,4.328,8.123,8.625,71.128,Hod Fm. Top
3425.5,0.098,2.608,26.055,4.279,8.057,8.625,71.255,Hod Fm. Top
3425.6,0.1,2.607,25.281,4.223,8.025,8.625,71.325,Hod Fm. Top
3425.7,0.101,2.606,25.408,4.378,8.021,8.625,71.4,Hod Fm. Top
3425.8,0.101,2.604,26.323,4.4,8.021,8.625,71.48,Hod Fm. Top
3425.9,0.099,2.603,26.609,4.341,8.009,8.625,71.43,Hod Fm. Top
3426.0,0.099,2.602,29.266,4.387,8.001,8.625,71.369,Hod Fm. Top
3426.1,0.099,2.604,30.445,4.382,8.018,8.625,71.295,Hod Fm. Top
3426.2,0.101,2.608,29.808,4.456,8.054,8.625,71.189,Hod Fm. Top
3426.3,0.104,2.612,31.049,4.624,8.083,8.625,71.076,Hod Fm. Top
3426.4,0.106,2.615,30.595,4.675,8.07,8.625,70.957,Hod Fm. Top
3426.5,0.108,2.615,28.438,4.629,8.017,8.625,70.822,Hod Fm. Top
3426.6,0.11,2.612,30.253,4.611,7.955,8.625,70.639,Hod Fm. Top
3426.7,0.111,2.61,30.481,4.458,7.92,8.625,70.382,Hod Fm. Top
3426.8,0.11,2.61,30.823,4.247,7.923,8.625,70.121,Hod Fm. Top
3426.9,0.108,2.611,30.774,4.346,7.942,8.625,69.887,Hod Fm. Top
3427.0,0.104,2.611,31.674,4.432,7.953,8.625,69.709,Hod Fm. Top
3427.1,0.101,2.611,29.114,4.445,7.938,8.625,69.425,Hod Fm. Top
3427.2,0.099,2.609,27.667,4.459,7.914,8.625,69.14,Hod Fm. Top
3427.3,0.097,2.606,27.65,4.667,7.912,8.625,68.909,Hod Fm. Top
3427.4,0.097,2.604,28.391,4.721,7.938,8.625,68.781,Hod Fm. Top
3427.5,0.096,2.604,29.381,4.847,7.985,8.625,68.725,Hod Fm. Top
3427.6,0.095,2.608,30.024,5.002,8.034,8.625,68.795,Hod Fm. Top
3427.7,0.094,2.614,30.829,5.031,8.067,8.625,69.236,Hod Fm. Top
3427.8,0.092,2.62,29.05,4.939,8.066,8.625,69.841,Hod Fm. Top
3427.9,0.091,2.624,26.916,4.961,8.023,8.625,70.513,Hod Fm. Top
3428.0,0.093,2.623,26.211,4.876,7.977,8.625,71.4,Hod Fm. Top
3428.1,0.096,2.616,27.169,4.792,7.977,8.625,72.352,Hod Fm. Top
3428.2,0.103,2.609,26.542,4.707,8.018,8.625,73.053,Hod Fm. Top
3428.3,0.111,2.604,26.996,4.618,8.045,8.625,73.705,Hod Fm. Top
3428.4,0.12,2.603,30.749,4.612,8.019,8.625,74.319,Hod Fm. Top
3428.5,0.127,2.603,34.782,3.505,7.955,8.625,74.85,Hod Fm. Top
3428.6,0.132,2.602,38.727,3.391,7.904,8.625,75.233,Hod Fm. Top
3428.7,0.135,2.599,39.736,3.332,7.907,8.625,75.518,Hod Fm. Top
3428.8,0.134,2.595,40.125,3.431,7.951,8.625,76.011,Hod Fm. Top
3428.9,0.133,2.593,40.887,3.333,7.985,8.625,76.267,Hod Fm. Top
3429.0,0.131,2.592,41.518,3.289,7.966,8.625,76.307,Hod Fm. Top
3429.1,0.13,2.592,42.0,3.276,7.878,8.625,76.318,Hod Fm. Top
3429.2,0.131,2.592,39.628,3.264,7.757,8.625,76.166,Hod Fm. Top
3429.3,0.132,2.589,37.915,3.209,7.646,8.625,75.835,Hod Fm. Top
3429.4,0.132,2.584,40.422,2.971,7.578,8.625,75.592,Hod Fm. Top
3429.5,0.132,2.578,43.639,3.076,7.545,8.625,75.353,Hod Fm. Top
3429.6,0.131,2.575,44.029,3.295,7.527,8.625,75.113,Hod Fm. Top
3429.7,0.132,2.574,42.359,3.332,7.521,8.625,74.937,Hod Fm. Top
3429.8,0.132,2.577,42.378,3.306,7.537,8.625,74.744,Hod Fm. Top
3429.9,0.131,2.581,41.505,3.32,7.576,8.625,74.51,Hod Fm. Top
3430.0,0.128,2.583,38.017,3.392,7.622,8.625,74.44,Hod Fm. Top
3430.1,0.127,2.584,37.75,3.598,7.656,8.625,74.378,Hod Fm. Top
3430.2,0.128,2.586,38.628,3.592,7.683,8.625,74.275,Hod Fm. Top
3430.3,0.133,2.589,38.66,3.74,7.728,8.625,74.511,Hod Fm. Top
3430.4,0.134,2.592,40.591,3.584,7.797,8.672,74.842,Hod Fm. Top
3430.5,0.139,2.591,42.336,3.54,7.849,8.625,75.207,Hod Fm. Top
3430.6,0.14,2.585,43.237,3.439,7.848,8.625,75.496,Hod Fm. Top
3430.7,0.139,2.577,41.073,3.365,7.806,8.625,75.712,Hod Fm. Top
3430.8,0.135,2.57,41.041,3.291,7.784,8.672,75.764,Hod Fm. Top
3430.9,0.137,2.569,40.162,3.202,7.829,8.672,75.757,Hod Fm. Top
3431.0,0.136,2.573,38.352,3.144,7.923,8.625,75.688,Hod Fm. Top
3431.1,0.136,2.578,37.968,3.088,8.008,8.625,75.452,Hod Fm. Top
3431.2,0.138,2.583,36.51,3.179,8.036,8.625,75.562,Hod Fm. Top
3431.3,0.139,2.586,36.547,3.145,8.011,8.625,75.863,Hod Fm. Top
3431.4,0.143,2.589,35.9,3.024,7.974,8.625,76.269,Hod Fm. Top
3431.5,0.144,2.591,36.971,2.786,7.96,8.578,77.145,Hod Fm. Top
3431.6,0.143,2.592,38.468,2.716,7.98,8.578,78.245,Hod Fm. Top
3431.7,0.148,2.591,39.044,2.821,8.03,8.625,78.7,Hod Fm. Top
3431.8,0.155,2.586,41.143,2.826,8.083,8.625,79.102,Hod Fm. Top
3431.9,0.163,2.579,44.433,2.777,8.099,8.625,79.423,Hod Fm. Top
3432.0,0.169,2.571,46.858,2.623,8.05,8.625,78.901,Hod Fm. Top
3432.1,0.169,2.566,48.135,2.347,7.948,8.625,78.38,Hod Fm. Top
3432.2,0.163,2.562,48.285,2.224,7.842,8.625,77.859,Hod Fm. Top
3432.3,0.151,2.561,47.82,2.179,7.78,8.625,76.985,Hod Fm. Top
3432.4,0.135,2.561,45.512,2.355,7.787,8.648,76.12,Hod Fm. Top
3432.5,0.129,2.565,41.476,2.531,7.866,8.672,75.268,Hod Fm. Top
3432.6,0.123,2.568,37.439,2.708,7.945,8.625,74.53,Hod Fm. Top
3432.7,0.119,2.575,32.465,3.132,8.06,8.625,73.985,Hod Fm. Top
3432.8,0.117,2.583,30.367,3.53,8.168,8.625,73.694,Hod Fm. Top
3432.9,0.117,2.59,30.961,3.679,8.229,8.625,73.723,Hod Fm. Top
3433.0,0.118,2.594,30.059,3.418,8.213,8.625,73.972,Hod Fm. Top
3433.1,0.119,2.595,32.086,3.396,8.137,8.625,74.527,Hod Fm. Top
3433.2,0.121,2.594,34.688,3.398,8.051,8.625,74.868,Hod Fm. Top
3433.3,0.124,2.593,34.153,3.471,7.975,8.625,75.253,Hod Fm. Top
3433.4,0.127,2.591,33.324,3.375,7.902,8.625,75.807,Hod Fm. Top
3433.5,0.132,2.588,36.339,3.317,7.829,8.625,76.568,Hod Fm. Top
3433.6,0.137,2.584,36.852,3.271,7.775,8.625,77.38,Hod Fm. Top
3433.7,0.144,2.579,37.338,3.197,7.76,8.625,78.191,Hod Fm. Top
3433.8,0.15,2.574,38.749,3.03,7.767,8.625,78.979,Hod Fm. Top
3433.9,0.156,2.57,40.856,2.779,7.762,8.625,79.652,Hod Fm. Top
3434.0,0.159,2.57,43.801,2.608,7.733,8.625,79.972,Hod Fm. Top
3434.1,0.162,2.571,44.779,2.535,7.704,8.625,80.304,Hod Fm. Top
3434.2,0.164,2.572,44.004,2.477,7.717,8.625,80.526,Hod Fm. Top
3434.3,0.164,2.573,44.334,2.417,7.767,8.625,80.241,Hod Fm. Top
3434.4,0.161,2.57,43.613,2.387,7.813,8.672,79.81,Hod Fm. Top
3434.5,0.159,2.564,43.763,2.463,7.815,8.672,79.306,Hod Fm. Top
3434.6,0.158,2.557,43.107,2.528,7.783,8.672,78.812,Hod Fm. Top
3434.7,0.157,2.553,44.512,2.619,7.763,8.672,78.667,Hod Fm. Top
3434.8,0.16,2.553,45.833,2.618,7.774,8.625,78.732,Hod Fm. Top
3434.9,0.158,2.555,43.345,2.583,7.791,8.625,78.695,Hod Fm. Top
3435.0,0.155,2.557,42.132,2.609,7.783,8.625,78.779,Hod Fm. Top
3435.1,0.151,2.558,42.484,2.625,7.754,8.625,78.956,Hod Fm. Top
3435.2,0.149,2.559,41.944,2.626,7.745,8.625,79.137,Hod Fm. Top
3435.3,0.148,2.563,40.61,2.692,7.784,8.625,79.388,Hod Fm. Top
3435.4,0.148,2.566,39.626,2.728,7.854,8.625,79.707,Hod Fm. Top
3435.5,0.149,2.568,40.402,2.727,7.918,8.625,79.514,Hod Fm. Top
3435.6,0.15,2.568,41.809,2.711,7.953,8.625,79.369,Hod Fm. Top
3435.7,0.152,2.566,41.678,2.746,7.96,8.625,79.28,Hod Fm. Top
3435.8,0.151,2.565,41.322,2.805,7.948,8.625,79.152,Hod Fm. Top
3435.9,0.152,2.564,41.653,2.807,7.929,8.672,79.033,Hod Fm. Top
3436.0,0.152,2.564,42.896,2.79,7.906,8.672,78.931,Hod Fm. Top
3436.1,0.151,2.565,43.416,2.769,7.895,8.672,79.109,Hod Fm. Top
3436.2,0.153,2.566,44.458,2.759,7.891,8.625,79.26,Hod Fm. Top
3436.3,0.149,2.565,43.125,2.746,7.878,8.625,79.313,Hod Fm. Top
3436.4,0.151,2.563,41.757,2.741,7.844,8.672,79.533,Hod Fm. Top
3436.5,0.152,2.561,41.132,2.749,7.803,8.625,79.719,Hod Fm. Top
3436.6,0.15,2.559,40.841,2.77,7.766,8.648,79.769,Hod Fm. Top
3436.7,0.155,2.557,41.806,2.781,7.739,8.625,79.875,Hod Fm. Top
3436.8,0.156,2.555,41.683,2.773,7.714,8.625,80.016,Hod Fm. Top
3436.9,0.157,2.556,43.006,2.741,7.701,8.625,80.215,Hod Fm. Top
3437.0,0.156,2.561,43.258,2.685,7.702,8.672,80.289,Hod Fm. Top
3437.1,0.163,2.565,41.677,2.573,7.701,8.625,80.423,Hod Fm. Top
3437.2,0.168,2.565,44.058,2.482,7.68,8.625,80.898,Hod Fm. Top
3437.3,0.169,2.56,44.118,2.474,7.654,8.648,80.929,Hod Fm. Top
3437.4,0.173,2.555,43.134,2.47,7.631,8.672,80.949,Hod Fm. Top
3437.5,0.175,2.552,45.338,2.41,7.616,8.672,81.773,Hod Fm. Top
3437.6,0.176,2.553,46.172,2.388,7.607,8.672,82.018,Hod Fm. Top
3437.7,0.178,2.556,46.407,2.425,7.612,8.672,82.011,Hod Fm. Top
3437.8,0.179,2.559,47.825,2.424,7.645,8.672,82.329,Hod Fm. Top
3437.9,0.18,2.561,48.121,2.361,7.693,8.672,82.161,Hod Fm. Top
3438.0,0.178,2.561,48.042,2.305,7.732,8.672,81.663,Hod Fm. Top
3438.1,0.173,2.561,46.728,2.292,7.766,8.672,80.987,Hod Fm. Top
3438.2,0.167,2.561,46.172,2.375,7.801,8.672,80.3,Hod Fm. Top
3438.3,0.163,2.561,44.416,2.5,7.837,8.672,79.607,Hod Fm. Top
3438.4,0.159,2.563,42.899,2.623,7.867,8.672,78.97,Hod Fm. Top
3438.5,0.156,2.567,42.545,2.852,7.9,8.672,78.543,Hod Fm. Top
3438.6,0.157,2.573,41.508,2.948,7.938,8.625,78.315,Hod Fm. Top
3438.7,0.156,2.576,42.288,2.899,7.971,8.625,78.783,Hod Fm. Top
3438.8,0.157,2.576,41.803,2.86,8.003,8.625,79.503,Hod Fm. Top
3438.9,0.157,2.573,42.616,2.845,8.047,8.625,80.506,Hod Fm. Top
3439.0,0.159,2.571,44.313,2.767,8.086,8.625,81.709,Hod Fm. Top
3439.1,0.163,2.571,47.517,2.63,8.08,8.625,82.74,Hod Fm. Top
3439.2,0.171,2.57,49.617,2.573,7.991,8.625,83.512,Hod Fm. Top
3439.3,0.179,2.566,52.948,2.404,7.855,8.625,84.186,Hod Fm. Top
3439.4,0.183,2.56,58.45,2.333,7.741,8.672,84.689,Hod Fm. Top
3439.5,0.19,2.556,59.367,2.201,7.701,8.672,84.924,Hod Fm. Top
3439.6,0.194,2.553,62.242,2.07,7.71,8.672,84.748,Hod Fm. Top
3439.7,0.196,2.552,63.503,2.011,7.681,8.672,84.241,Hod Fm. Top
3439.8,0.197,2.552,60.334,1.977,7.587,8.672,83.189,Hod Fm. Top
3439.9,0.197,2.553,59.35,1.969,7.47,8.672,81.638,Hod Fm. Top
3440.0,0.195,2.556,57.052,2.082,7.389,8.672,79.839,Hod Fm. Top
3440.1,0.191,2.56,56.295,2.18,7.373,8.672,77.721,Hod Fm. Top
3440.2,0.183,2.564,54.992,2.358,7.423,8.672,76.075,Hod Fm. Top
3440.3,0.171,2.567,54.482,2.7,7.514,8.672,74.673,Hod Fm. Top
3440.4,0.159,2.568,51.334,2.857,7.596,8.625,73.558,Hod Fm. Top
3440.5,0.141,2.567,47.269,3.34,7.642,8.672,72.611,Hod Fm. Top
3440.6,0.128,2.566,41.648,3.798,7.679,8.672,71.756,Hod Fm. Top
3440.7,0.117,2.565,35.38,4.231,7.713,8.672,70.997,Hod Fm. Top
3440.8,0.111,2.566,33.996,4.517,7.755,8.625,70.621,Hod Fm. Top
3440.9,0.105,2.57,30.12,4.562,7.795,8.634,70.481,Hod Fm. Top
3441.0,0.104,2.576,27.794,4.523,7.842,8.625,70.552,Hod Fm. Top
3441.1,0.104,2.582,27.523,4.425,7.89,8.625,70.91,Hod Fm. Top
3441.2,0.107,2.588,27.6,4.327,7.954,8.625,71.448,Hod Fm. Top
3441.3,0.11,2.593,31.814,4.287,8.05,8.625,71.912,Hod Fm. Top
3441.4,0.115,2.595,34.269,4.172,8.129,8.625,72.432,Hod Fm. Top
3441.5,0.119,2.594,34.686,3.952,8.16,8.625,72.994,Hod Fm. Top
3441.6,0.123,2.592,35.345,3.859,8.144,8.625,73.42,Hod Fm. Top
3441.7,0.124,2.59,35.367,3.577,8.077,8.625,73.748,Hod Fm. Top
3441.8,0.124,2.588,35.558,3.522,7.979,8.625,73.982,Hod Fm. Top
3441.9,0.124,2.587,34.333,3.584,7.903,8.625,73.868,Hod Fm. Top
3442.0,0.126,2.587,34.881,3.57,7.895,8.625,73.537,Hod Fm. Top
3442.1,0.129,2.587,36.206,3.504,7.913,8.625,72.955,Hod Fm. Top
3442.2,0.131,2.586,36.066,3.421,7.916,8.625,72.101,Hod Fm. Top
3442.3,0.132,2.584,36.018,3.355,7.908,8.625,71.127,Hod Fm. Top
3442.4,0.128,2.583,35.539,3.327,7.9,8.625,70.011,Hod Fm. Top
3442.5,0.122,2.582,36.714,3.197,7.899,8.625,69.281,Hod Fm. Top
3442.6,0.112,2.582,35.888,3.156,7.916,8.625,68.782,Hod Fm. Top
3442.7,0.103,2.583,33.285,3.555,7.965,8.625,68.602,Hod Fm. Top
3442.8,0.094,2.585,31.104,4.176,8.053,8.625,68.543,Hod Fm. Top
3442.9,0.087,2.59,28.593,4.413,8.165,8.625,68.532,Hod Fm. Top
3443.0,0.082,2.597,25.559,4.468,8.243,8.625,68.57,Hod Fm. Top
3443.1,0.08,2.606,24.769,4.489,8.262,8.625,68.878,Hod Fm. Top
3443.2,0.081,2.613,25.433,4.489,8.229,8.625,69.364,Hod Fm. Top
3443.3,0.084,2.616,26.431,4.491,8.155,8.625,70.143,Hod Fm. Top
3443.4,0.087,2.616,27.978,4.527,8.043,8.625,71.03,Hod Fm. Top
3443.5,0.091,2.616,30.107,4.457,7.902,8.625,71.921,Hod Fm. Top
3443.6,0.095,2.615,31.288,4.354,7.771,8.625,72.693,Hod Fm. Top
3443.7,0.101,2.613,34.87,4.24,7.692,8.625,73.425,Hod Fm. Top
3443.8,0.108,2.609,39.086,4.069,7.65,8.625,74.068,Hod Fm. Top
3443.9,0.115,2.602,41.021,3.933,7.612,8.625,74.37,Hod Fm. Top
3444.0,0.123,2.596,43.175,3.817,7.561,8.625,74.447,Hod Fm. Top
3444.1,0.131,2.592,44.393,3.794,7.529,8.625,74.296,Hod Fm. Top
3444.2,0.135,2.588,46.07,3.76,7.555,8.625,73.398,Hod Fm. Top
3444.3,0.136,2.585,43.773,3.516,7.632,8.625,72.757,Hod Fm. Top
3444.4,0.127,2.581,40.802,3.387,7.716,8.672,72.281,Hod Fm. Top
3444.5,0.119,2.579,38.431,3.395,7.78,8.625,71.728,Hod Fm. Top
3444.6,0.106,2.581,39.361,3.657,7.838,8.625,71.393,Hod Fm. Top
3444.7,0.094,2.588,37.576,4.057,7.901,8.625,71.237,Hod Fm. Top
3444.8,0.089,2.596,34.769,4.082,7.962,8.625,71.129,Hod Fm. Top
3444.9,0.088,2.602,32.244,4.167,7.989,8.625,71.315,Hod Fm. Top
3445.0,0.091,2.603,30.401,4.239,7.962,8.625,71.789,Hod Fm. Top
3445.1,0.096,2.601,29.861,4.317,7.897,8.625,72.647,Hod Fm. Top
3445.2,0.102,2.6,31.563,4.129,7.826,8.625,73.531,Hod Fm. Top
3445.3,0.11,2.601,33.632,4.024,7.779,8.625,74.436,Hod Fm. Top
3445.4,0.121,2.602,36.683,3.841,7.772,8.578,75.087,Hod Fm. Top
3445.5,0.126,2.603,39.339,3.515,7.794,8.625,75.564,Hod Fm. Top
3445.6,0.132,2.6,41.941,3.33,7.82,8.625,75.818,Hod Fm. Top
3445.7,0.135,2.594,42.892,3.137,7.829,8.625,75.969,Hod Fm. Top
3445.8,0.136,2.586,41.533,3.083,7.797,8.625,76.072,Hod Fm. Top
3445.9,0.136,2.58,38.692,3.065,7.725,8.625,76.112,Hod Fm. Top
3446.0,0.135,2.58,35.918,3.128,7.639,8.625,76.021,Hod Fm. Top
3446.1,0.134,2.583,37.058,3.267,7.562,8.625,75.966,Hod Fm. Top
3446.2,0.134,2.587,37.862,3.185,7.53,8.625,76.047,Hod Fm. Top
3446.3,0.135,2.586,38.905,3.027,7.552,8.625,75.936,Hod Fm. Top
3446.4,0.136,2.58,39.898,3.131,7.61,8.625,75.798,Hod Fm. Top
3446.5,0.139,2.572,39.484,3.145,7.685,8.625,75.723,Hod Fm. Top
3446.6,0.142,2.567,39.6,3.105,7.758,8.625,75.465,Hod Fm. Top
3446.7,0.142,2.566,41.153,3.002,7.839,8.625,75.16,Hod Fm. Top
3446.8,0.139,2.569,40.523,2.863,7.906,8.625,74.92,Hod Fm. Top
3446.9,0.133,2.574,37.237,2.821,7.936,8.625,74.74,Hod Fm. Top
3447.0,0.127,2.581,35.382,2.869,7.939,8.625,74.633,Hod Fm. Top
3447.1,0.122,2.589,31.88,3.233,7.947,8.625,74.754,Hod Fm. Top
3447.2,0.12,2.597,31.182,3.662,7.974,8.625,74.98,Hod Fm. Top
3447.3,0.125,2.602,31.496,3.736,7.991,8.625,75.258,Hod Fm. Top
3447.4,0.13,2.604,32.973,3.359,7.951,8.578,75.493,Hod Fm. Top
3447.5,0.136,2.601,36.292,3.262,7.862,8.578,75.497,Hod Fm. Top
3447.6,0.143,2.595,38.876,3.196,7.778,8.578,75.328,Hod Fm. Top
3447.7,0.143,2.589,41.185,3.138,7.757,8.625,74.947,Hod Fm. Top
3447.8,0.139,2.583,40.329,3.075,7.816,8.625,74.495,Hod Fm. Top
3447.9,0.136,2.581,39.667,3.11,7.937,8.648,73.993,Hod Fm. Top
3448.0,0.127,2.582,37.122,3.248,8.058,8.625,73.813,Hod Fm. Top
3448.1,0.12,2.584,34.511,3.336,8.135,8.625,73.679,Hod Fm. Top
3448.2,0.116,2.586,32.06,3.569,8.158,8.625,73.589,Hod Fm. Top
3448.3,0.117,2.585,31.467,3.82,8.143,8.625,73.752,Hod Fm. Top
3448.4,0.118,2.583,31.409,3.571,8.104,8.625,74.013,Hod Fm. Top
3448.5,0.119,2.58,30.218,3.263,8.057,8.625,74.387,Hod Fm. Top
3448.6,0.119,2.58,29.93,3.289,8.02,8.625,75.099,Hod Fm. Top
3448.7,0.122,2.581,30.931,3.477,7.995,8.625,75.986,Hod Fm. Top
3448.8,0.127,2.581,33.484,3.592,7.953,8.625,77.091,Hod Fm. Top
3448.9,0.134,2.58,36.672,3.552,7.873,8.625,78.172,Hod Fm. Top
3449.0,0.143,2.575,40.385,3.306,7.763,8.625,79.174,Hod Fm. Top
3449.1,0.153,2.567,44.514,3.004,7.653,8.625,80.039,Hod Fm. Top
3449.2,0.162,2.558,45.115,2.641,7.566,8.625,80.671,Hod Fm. Top
3449.3,0.164,2.548,46.822,2.401,7.5,8.625,81.189,Hod Fm. Top
3449.4,0.168,2.542,47.296,2.426,7.427,8.672,81.555,Hod Fm. Top
3449.5,0.166,2.538,47.678,2.508,7.337,8.625,81.598,Hod Fm. Top
3449.6,0.163,2.539,45.502,2.542,7.242,8.625,81.504,Hod Fm. Top
3449.7,0.159,2.542,45.005,2.473,7.174,8.625,81.279,Hod Fm. Top
3449.8,0.157,2.546,44.955,2.391,7.152,8.625,80.996,Hod Fm. Top
3449.9,0.156,2.546,42.671,2.391,7.171,8.625,80.685,Hod Fm. Top
3450.0,0.157,2.544,43.593,2.49,7.22,8.625,80.349,Hod Fm. Top
3450.1,0.157,2.542,43.191,2.545,7.275,8.625,80.094,Hod Fm. Top
3450.2,0.157,2.543,42.033,2.598,7.302,8.625,79.897,Hod Fm. Top
3450.3,0.154,2.543,42.592,2.565,7.294,8.625,79.805,Hod Fm. Top
3450.4,0.151,2.543,41.91,2.549,7.276,8.625,79.773,Hod Fm. Top
3450.5,0.149,2.54,40.443,2.589,7.282,8.625,79.776,Hod Fm. Top
3450.6,0.149,2.537,40.405,2.628,7.319,8.625,79.788,Hod Fm. Top
3450.7,0.149,2.533,40.364,2.668,7.356,8.625,79.783,Hod Fm. Top
3450.8,0.15,2.534,39.529,2.761,7.395,8.625,79.775,Hod Fm. Top
3450.9,0.152,2.537,39.841,2.762,7.433,8.625,79.886,Hod Fm. Top
3451.0,0.154,2.541,40.245,2.678,7.464,8.625,79.914,Hod Fm. Top
3451.1,0.159,2.545,41.749,2.651,7.483,8.578,79.873,Hod Fm. Top
3451.2,0.156,2.547,42.485,2.646,7.48,8.625,79.907,Hod Fm. Top
3451.3,0.156,2.547,42.257,2.636,7.443,8.625,79.66,Hod Fm. Top
3451.4,0.154,2.544,42.441,2.603,7.372,8.625,79.128,Hod Fm. Top
3451.5,0.151,2.542,41.069,2.608,7.29,8.625,78.62,Hod Fm. Top
3451.6,0.148,2.543,38.302,2.637,7.231,8.625,78.014,Hod Fm. Top
3451.7,0.144,2.55,38.011,2.747,7.216,8.625,77.289,Hod Fm. Top
3451.8,0.14,2.559,38.224,2.862,7.239,8.625,76.778,Hod Fm. Top
3451.9,0.137,2.563,38.193,2.965,7.267,8.625,76.395,Hod Fm. Top
3452.0,0.135,2.564,36.707,3.013,7.294,8.625,76.174,Hod Fm. Top
3452.1,0.136,2.564,37.188,3.042,7.342,8.625,76.0,Hod Fm. Top
3452.2,0.136,2.566,36.426,3.071,7.412,8.625,75.809,Hod Fm. Top
3452.3,0.137,2.567,38.316,3.096,7.491,8.625,75.573,Hod Fm. Top
3452.4,0.138,2.566,35.753,3.12,7.573,8.625,75.477,Hod Fm. Top
3452.5,0.135,2.566,33.656,3.17,7.651,8.648,75.431,Hod Fm. Top
3452.6,0.138,2.567,35.342,3.195,7.717,8.625,75.435,Hod Fm. Top
3452.7,0.135,2.571,34.356,3.213,7.761,8.672,75.742,Hod Fm. Top
3452.8,0.139,2.575,36.217,3.224,7.784,8.648,76.134,Hod Fm. Top
3452.9,0.14,2.577,36.657,3.196,7.783,8.625,76.53,Hod Fm. Top
3453.0,0.142,2.575,36.499,3.155,7.767,8.625,77.061,Hod Fm. Top
3453.1,0.144,2.572,36.282,3.094,7.738,8.625,77.608,Hod Fm. Top
3453.2,0.145,2.568,34.955,3.03,7.701,8.625,78.024,Hod Fm. Top
3453.3,0.147,2.564,37.542,2.987,7.652,8.625,78.347,Hod Fm. Top
3453.4,0.149,2.562,39.815,2.956,7.596,8.625,78.616,Hod Fm. Top
3453.5,0.152,2.56,41.582,2.927,7.539,8.625,78.831,Hod Fm. Top
3453.6,0.154,2.559,41.353,2.935,7.5,8.625,78.935,Hod Fm. Top
3453.7,0.155,2.56,43.432,2.891,7.501,8.625,78.984,Hod Fm. Top
3453.8,0.155,2.561,43.409,2.769,7.548,8.625,79.084,Hod Fm. Top
3453.9,0.155,2.562,42.427,2.734,7.618,8.625,79.13,Hod Fm. Top
3454.0,0.156,2.563,42.114,2.831,7.676,8.625,79.144,Hod Fm. Top
