NPHI,RHOB,GR,RT,PEF,CALI,DT,WELL,DEPTH
0.321,2.27,43.871,0.803,5.995,8.578,100.757,15_9-F-11A,2710.1
0.324,2.268,43.954,0.79,5.96,8.578,100.774,15_9-F-11A,2710.2
0.33,2.263,43.634,0.715,5.937,8.578,101.034,15_9-F-11A,2710.3
0.332,2.261,45.474,0.836,5.928,8.547,100.558,15_9-F-11A,2710.4
0.336,2.263,45.961,0.843,5.941,8.578,101.493,15_9-F-11A,2710.5
0.341,2.266,46.272,0.808,5.993,8.578,102.943,15_9-F-11A,2710.6
0.346,2.27,49.164,0.755,6.082,8.578,103.075,15_9-F-11A,2710.7
0.352,2.275,53.066,0.629,6.171,8.625,103.138,15_9-F-11A,2710.8
0.344,2.28,54.045,0.552,6.2,8.578,103.112,15_9-F-11A,2710.9
0.32,2.286,50.737,0.607,6.131,8.602,102.63,15_9-F-11A,2711.0
0.296,2.291,45.322,0.703,5.996,8.578,101.406,15_9-F-11A,2711.1
0.279,2.295,41.724,0.902,5.872,8.547,99.753,15_9-F-11A,2711.2
0.269,2.299,41.335,0.872,5.826,8.578,101.388,15_9-F-11A,2711.3
0.275,2.304,42.099,0.842,5.874,8.578,102.191,15_9-F-11A,2711.4
0.291,2.311,43.819,0.937,5.979,8.578,102.215,15_9-F-11A,2711.5
0.313,2.32,44.029,1.05,6.109,8.648,102.134,15_9-F-11A,2711.6
0.341,2.331,49.692,0.97,6.247,8.578,102.36,15_9-F-11A,2711.7
0.355,2.342,53.759,0.814,6.388,8.578,102.934,15_9-F-11A,2711.8
0.367,2.349,56.127,0.862,6.511,8.625,103.393,15_9-F-11A,2711.9
0.372,2.352,57.781,0.915,6.575,8.578,103.19,15_9-F-11A,2712.0
0.375,2.348,58.26,0.913,6.543,8.578,102.084,15_9-F-11A,2712.1
0.374,2.337,56.663,0.91,6.412,8.625,98.895,15_9-F-11A,2712.2
0.358,2.322,52.122,0.984,6.239,8.625,96.891,15_9-F-11A,2712.3
0.333,2.312,49.543,1.072,6.111,8.578,97.279,15_9-F-11A,2712.4
0.298,2.318,44.796,1.424,6.098,8.578,97.836,15_9-F-11A,2712.5
0.262,2.341,42.801,2.317,6.211,8.578,97.516,15_9-F-11A,2712.6
0.229,2.369,42.92,3.767,6.384,8.578,95.314,15_9-F-11A,2712.7
0.209,2.386,44.227,4.046,6.535,8.625,96.712,15_9-F-11A,2712.8
0.197,2.381,45.579,1.894,6.608,8.578,97.644,15_9-F-11A,2712.9
0.2,2.355,48.164,0.957,6.608,8.625,95.025,15_9-F-11A,2713.0
0.225,2.319,46.628,0.819,6.572,8.625,97.126,15_9-F-11A,2713.1
0.269,2.283,47.074,0.756,6.537,8.578,99.917,15_9-F-11A,2713.2
0.315,2.255,47.999,0.722,6.52,8.578,99.806,15_9-F-11A,2713.3
0.351,2.235,48.145,0.803,6.508,8.578,101.948,15_9-F-11A,2713.4
0.376,2.222,47.798,0.836,6.477,8.602,104.538,15_9-F-11A,2713.5
0.382,2.212,45.325,1.009,6.407,8.578,104.888,15_9-F-11A,2713.6
0.38,2.202,46.117,0.862,6.297,8.609,107.375,15_9-F-11A,2713.7
0.382,2.191,44.285,0.878,6.182,8.625,110.904,15_9-F-11A,2713.8
0.388,2.182,44.505,1.15,6.096,8.602,113.941,15_9-F-11A,2713.9
0.394,2.172,44.656,2.644,6.052,8.625,116.67,15_9-F-11A,2714.0
0.401,2.162,43.304,2.215,6.026,8.578,118.876,15_9-F-11A,2714.1
0.4,2.149,42.731,1.519,5.991,8.602,117.612,15_9-F-11A,2714.2
0.399,2.137,42.568,1.003,5.948,8.578,117.06,15_9-F-11A,2714.3
0.39,2.129,44.686,0.657,5.912,8.625,116.89,15_9-F-11A,2714.4
0.38,2.124,44.424,0.39,5.888,8.625,112.189,15_9-F-11A,2714.5
0.373,2.121,43.383,0.39,5.876,8.625,109.575,15_9-F-11A,2714.6
0.364,2.119,43.395,0.823,5.871,8.578,108.942,15_9-F-11A,2714.7
0.352,2.116,41.713,2.265,5.865,8.578,106.925,15_9-F-11A,2714.8
0.325,2.114,37.465,2.774,5.857,8.625,103.291,15_9-F-11A,2714.9
0.286,2.119,32.479,4.266,5.864,8.625,97.815,15_9-F-11A,2715.0
0.237,2.137,30.695,6.5,5.915,8.625,92.13,15_9-F-11A,2715.1
0.191,2.177,29.569,7.551,6.026,8.602,85.652,15_9-F-11A,2715.2
0.15,2.237,28.888,8.956,6.184,8.625,78.086,15_9-F-11A,2715.3
0.126,2.304,30.327,5.86,6.332,8.625,73.881,15_9-F-11A,2715.4
0.115,2.361,29.382,4.691,6.413,8.625,70.092,15_9-F-11A,2715.5
0.111,2.401,29.728,3.926,6.402,8.625,66.325,15_9-F-11A,2715.6
0.115,2.429,29.596,3.681,6.335,8.602,63.907,15_9-F-11A,2715.7
0.117,2.447,31.232,3.389,6.263,8.578,61.868,15_9-F-11A,2715.8
0.125,2.457,34.453,2.762,6.219,8.578,60.11,15_9-F-11A,2715.9
0.142,2.457,37.671,1.932,6.194,8.578,61.83,15_9-F-11A,2716.0
0.169,2.442,40.65,1.668,6.162,8.602,64.022,15_9-F-11A,2716.1
0.216,2.412,42.559,1.485,6.12,8.578,65.107,15_9-F-11A,2716.2
0.268,2.368,40.463,1.563,6.084,8.578,68.436,15_9-F-11A,2716.3
0.316,2.317,41.159,1.667,6.066,8.578,72.909,15_9-F-11A,2716.4
0.347,2.268,40.011,1.588,6.057,8.578,78.731,15_9-F-11A,2716.5
0.361,2.23,39.613,1.558,6.048,8.625,89.472,15_9-F-11A,2716.6
0.367,2.206,42.978,1.406,6.039,8.578,101.496,15_9-F-11A,2716.7
0.365,2.195,43.023,1.151,6.043,8.625,109.729,15_9-F-11A,2716.8
0.367,2.191,42.373,1.001,6.069,8.625,115.289,15_9-F-11A,2716.9
0.371,2.191,42.933,0.894,6.113,8.625,118.994,15_9-F-11A,2717.0
0.377,2.191,43.522,0.899,6.167,8.625,119.757,15_9-F-11A,2717.1
0.382,2.19,42.826,0.998,6.21,8.625,118.341,15_9-F-11A,2717.2
0.382,2.189,43.602,1.118,6.232,8.625,115.624,15_9-F-11A,2717.3
0.377,2.192,45.192,1.09,6.237,8.625,114.319,15_9-F-11A,2717.4
0.377,2.198,46.855,1.073,6.241,8.625,111.245,15_9-F-11A,2717.5
0.383,2.208,48.932,0.99,6.264,8.578,106.933,15_9-F-11A,2717.6
0.39,2.218,48.809,0.941,6.304,8.625,107.639,15_9-F-11A,2717.7
0.392,2.227,49.904,0.897,6.345,8.625,108.469,15_9-F-11A,2717.8
0.387,2.231,51.334,0.834,6.373,8.625,109.419,15_9-F-11A,2717.9
0.379,2.232,52.114,0.788,6.393,8.625,110.167,15_9-F-11A,2718.0
0.374,2.235,53.755,0.812,6.417,8.625,111.642,15_9-F-11A,2718.1
0.371,2.241,51.85,0.882,6.451,8.625,113.97,15_9-F-11A,2718.2
0.371,2.251,52.249,1.0,6.5,8.625,113.531,15_9-F-11A,2718.3
0.372,2.263,55.109,1.196,6.569,8.625,112.213,15_9-F-11A,2718.4
0.372,2.274,57.622,1.295,6.666,8.625,109.911,15_9-F-11A,2718.5
0.371,2.281,56.115,1.279,6.775,8.625,106.054,15_9-F-11A,2718.6
0.37,2.283,55.195,1.151,6.843,8.625,103.626,15_9-F-11A,2718.7
0.372,2.283,54.253,1.146,6.824,8.625,104.025,15_9-F-11A,2718.8
0.377,2.282,52.516,1.165,6.74,8.578,105.229,15_9-F-11A,2718.9
0.375,2.28,51.45,1.267,6.667,8.602,106.488,15_9-F-11A,2719.0
0.367,2.279,52.24,1.331,6.655,8.625,107.538,15_9-F-11A,2719.1
0.357,2.281,54.134,1.508,6.695,8.625,107.559,15_9-F-11A,2719.2
0.352,2.289,54.289,1.513,6.745,8.625,107.059,15_9-F-11A,2719.3
0.355,2.298,53.594,1.399,6.779,8.625,105.871,15_9-F-11A,2719.4
0.357,2.307,55.013,1.148,6.786,8.578,103.836,15_9-F-11A,2719.5
0.355,2.313,56.194,0.826,6.771,8.625,100.999,15_9-F-11A,2719.6
0.355,2.316,58.302,0.806,6.738,8.625,96.365,15_9-F-11A,2719.7
0.356,2.319,60.77,0.696,6.699,8.625,94.477,15_9-F-11A,2719.8
0.355,2.321,58.66,0.696,6.66,8.625,93.948,15_9-F-11A,2719.9
0.351,2.323,55.052,0.789,6.643,8.602,94.2,15_9-F-11A,2720.0
0.336,2.325,49.884,0.872,6.65,8.578,97.727,15_9-F-11A,2720.1
0.313,2.329,46.822,1.317,6.667,8.578,102.741,15_9-F-11A,2720.2
0.278,2.336,48.793,1.848,6.652,8.578,105.744,15_9-F-11A,2720.3
0.238,2.347,41.015,1.78,6.569,8.625,106.429,15_9-F-11A,2720.4
0.2,2.358,36.37,1.608,6.406,8.625,105.476,15_9-F-11A,2720.5
0.175,2.368,34.495,1.451,6.181,8.578,103.347,15_9-F-11A,2720.6
0.159,2.376,31.196,1.399,5.942,8.578,99.197,15_9-F-11A,2720.7
0.152,2.382,28.787,1.454,5.742,8.578,93.544,15_9-F-11A,2720.8
0.15,2.388,28.56,1.529,5.602,8.578,92.268,15_9-F-11A,2720.9
0.149,2.394,29.767,1.624,5.52,8.578,89.158,15_9-F-11A,2721.0
0.149,2.399,33.783,1.707,5.475,8.578,84.249,15_9-F-11A,2721.1
0.153,2.401,37.215,1.733,5.499,8.578,82.301,15_9-F-11A,2721.2
0.162,2.402,43.933,1.579,5.618,8.578,80.859,15_9-F-11A,2721.3
0.177,2.401,47.65,1.322,5.802,8.578,79.951,15_9-F-11A,2721.4
0.203,2.399,53.138,1.248,5.995,8.625,80.231,15_9-F-11A,2721.5
0.235,2.393,56.602,1.122,6.159,8.625,79.866,15_9-F-11A,2721.6
0.267,2.384,57.69,1.207,6.293,8.625,78.448,15_9-F-11A,2721.7
0.291,2.376,56.847,1.499,6.419,8.578,76.911,15_9-F-11A,2721.8
0.301,2.374,54.907,1.385,6.545,8.625,75.347,15_9-F-11A,2721.9
0.303,2.381,52.47,1.243,6.673,8.672,73.761,15_9-F-11A,2722.0
0.291,2.393,53.187,2.046,6.776,8.625,72.428,15_9-F-11A,2722.1
0.271,2.405,52.534,3.115,6.839,8.625,71.259,15_9-F-11A,2722.2
0.247,2.418,50.418,3.294,6.877,8.625,70.345,15_9-F-11A,2722.3
0.228,2.434,51.316,3.043,6.9,8.625,70.015,15_9-F-11A,2722.4
0.23,2.452,57.727,2.791,6.927,8.625,69.902,15_9-F-11A,2722.5
0.232,2.469,64.131,2.035,6.954,8.625,69.959,15_9-F-11A,2722.6
0.256,2.471,67.414,1.266,7.004,8.625,70.646,15_9-F-11A,2722.7
0.281,2.462,67.042,0.924,7.068,8.578,71.282,15_9-F-11A,2722.8
0.302,2.448,70.117,0.871,7.124,8.578,70.943,15_9-F-11A,2722.9
0.318,2.432,68.327,1.042,7.143,8.578,70.394,15_9-F-11A,2723.0
0.327,2.419,65.022,1.084,7.083,8.578,69.704,15_9-F-11A,2723.1
0.33,2.409,56.728,0.819,6.894,8.578,68.771,15_9-F-11A,2723.2
0.333,2.397,47.777,0.566,6.546,8.625,68.621,15_9-F-11A,2723.3
0.328,2.374,41.775,0.342,6.074,8.578,68.946,15_9-F-11A,2723.4
0.317,2.335,37.55,0.304,5.6,8.578,69.589,15_9-F-11A,2723.5
0.307,2.284,39.35,0.316,5.236,8.562,70.63,15_9-F-11A,2723.6
0.297,2.232,38.873,0.325,5.023,8.547,72.028,15_9-F-11A,2723.7
0.29,2.196,37.302,0.333,4.947,8.547,74.525,15_9-F-11A,2723.8
0.285,2.178,38.58,0.342,4.956,8.547,77.717,15_9-F-11A,2723.9
0.282,2.175,37.143,0.342,5.02,8.547,81.511,15_9-F-11A,2724.0
0.28,2.177,34.738,0.336,5.118,8.547,86.473,15_9-F-11A,2724.1
0.278,2.179,34.461,0.301,5.208,8.547,90.774,15_9-F-11A,2724.2
0.276,2.178,34.842,0.29,5.236,8.547,94.417,15_9-F-11A,2724.3
0.274,2.174,34.793,0.294,5.182,8.547,96.16,15_9-F-11A,2724.4
0.27,2.167,33.101,0.299,5.08,8.547,96.775,15_9-F-11A,2724.5
0.266,2.159,33.381,0.309,4.988,8.547,96.08,15_9-F-11A,2724.6
0.265,2.152,32.93,0.314,4.935,8.547,94.174,15_9-F-11A,2724.7
0.265,2.149,32.902,0.355,4.9,8.547,92.114,15_9-F-11A,2724.8
0.266,2.15,32.314,0.382,4.864,8.547,89.965,15_9-F-11A,2724.9
0.265,2.153,32.764,0.4,4.831,8.578,88.799,15_9-F-11A,2725.0
0.269,2.157,31.313,0.404,4.807,8.547,88.328,15_9-F-11A,2725.1
0.271,2.161,30.441,0.375,4.786,8.547,88.868,15_9-F-11A,2725.2
0.27,2.165,32.886,0.367,4.77,8.547,89.637,15_9-F-11A,2725.3
0.266,2.171,34.002,0.376,4.778,8.547,90.518,15_9-F-11A,2725.4
0.258,2.178,31.293,0.39,4.814,8.547,91.543,15_9-F-11A,2725.5
0.252,2.189,30.724,0.387,4.868,8.578,92.38,15_9-F-11A,2725.6
0.248,2.201,30.865,0.377,4.921,8.578,93.136,15_9-F-11A,2725.7
0.247,2.211,31.226,0.369,4.961,8.547,93.805,15_9-F-11A,2725.8
0.244,2.216,29.97,0.361,4.975,8.547,94.224,15_9-F-11A,2725.9
0.242,2.216,29.221,0.352,4.958,8.547,94.492,15_9-F-11A,2726.0
0.241,2.214,30.71,0.352,4.922,8.547,94.536,15_9-F-11A,2726.1
0.243,2.213,32.417,0.351,4.897,8.547,94.414,15_9-F-11A,2726.2
0.248,2.212,32.71,0.371,4.923,8.547,94.262,15_9-F-11A,2726.3
0.253,2.213,33.586,0.42,5.039,8.547,94.346,15_9-F-11A,2726.4
0.257,2.215,34.452,0.466,5.227,8.547,94.763,15_9-F-11A,2726.5
0.261,2.222,34.674,0.419,5.401,8.547,95.425,15_9-F-11A,2726.6
0.266,2.232,34.091,0.349,5.464,8.547,96.522,15_9-F-11A,2726.7
0.272,2.235,34.342,0.282,5.39,8.547,97.576,15_9-F-11A,2726.8
0.275,2.223,33.908,0.276,5.263,8.563,98.575,15_9-F-11A,2726.9
0.277,2.199,34.954,0.276,5.175,8.578,99.222,15_9-F-11A,2727.0
0.277,2.174,34.586,0.285,5.147,8.578,99.682,15_9-F-11A,2727.1
0.278,2.158,35.52,0.289,5.144,8.578,99.983,15_9-F-11A,2727.2
0.279,2.151,35.786,0.294,5.131,8.578,100.203,15_9-F-11A,2727.3
0.28,2.15,35.885,0.297,5.101,8.578,100.415,15_9-F-11A,2727.4
0.278,2.15,35.156,0.297,5.066,8.578,100.618,15_9-F-11A,2727.5
0.274,2.151,35.703,0.292,5.042,8.578,100.838,15_9-F-11A,2727.6
0.27,2.155,35.732,0.288,5.032,8.578,100.987,15_9-F-11A,2727.7
0.269,2.159,35.346,0.292,5.021,8.563,101.049,15_9-F-11A,2727.8
0.27,2.163,36.552,0.298,4.996,8.578,101.137,15_9-F-11A,2727.9
0.272,2.166,37.811,0.305,4.966,8.578,101.018,15_9-F-11A,2728.0
0.275,2.168,36.272,0.307,4.957,8.578,100.586,15_9-F-11A,2728.1
0.277,2.169,35.076,0.304,4.977,8.578,100.127,15_9-F-11A,2728.2
0.278,2.171,33.55,0.304,5.01,8.578,99.828,15_9-F-11A,2728.3
0.275,2.172,33.47,0.303,5.04,8.547,99.829,15_9-F-11A,2728.4
0.273,2.173,34.274,0.304,5.062,8.547,100.027,15_9-F-11A,2728.5
0.274,2.174,33.897,0.304,5.072,8.547,100.384,15_9-F-11A,2728.6
0.272,2.175,33.494,0.3,5.071,8.578,101.013,15_9-F-11A,2728.7
0.27,2.175,34.301,0.3,5.069,8.578,101.122,15_9-F-11A,2728.8
0.266,2.174,35.707,0.301,5.085,8.578,101.141,15_9-F-11A,2728.9
0.263,2.173,36.544,0.299,5.124,8.578,101.324,15_9-F-11A,2729.0
0.264,2.173,36.239,0.299,5.18,8.578,101.411,15_9-F-11A,2729.1
0.268,2.176,35.396,0.299,5.228,8.578,101.481,15_9-F-11A,2729.2
0.272,2.179,33.432,0.297,5.245,8.578,101.616,15_9-F-11A,2729.3
0.27,2.181,32.888,0.297,5.221,8.547,101.619,15_9-F-11A,2729.4
0.27,2.181,33.058,0.297,5.168,8.578,101.549,15_9-F-11A,2729.5
0.271,2.179,31.927,0.296,5.098,8.578,101.417,15_9-F-11A,2729.6
0.273,2.175,32.859,0.295,5.027,8.578,101.184,15_9-F-11A,2729.7
0.275,2.172,34.12,0.296,4.966,8.578,100.857,15_9-F-11A,2729.8
0.275,2.172,33.253,0.297,4.943,8.578,100.247,15_9-F-11A,2729.9
0.272,2.172,31.977,0.298,4.96,8.578,99.743,15_9-F-11A,2730.0
0.269,2.172,31.348,0.298,4.998,8.578,99.327,15_9-F-11A,2730.1
0.269,2.173,31.75,0.298,5.03,8.578,99.111,15_9-F-11A,2730.2
0.271,2.174,31.656,0.298,5.042,8.578,99.088,15_9-F-11A,2730.3
0.274,2.176,32.542,0.3,5.027,8.578,99.233,15_9-F-11A,2730.4
0.274,2.177,33.292,0.302,4.994,8.578,99.561,15_9-F-11A,2730.5
0.273,2.175,32.897,0.302,4.96,8.578,99.768,15_9-F-11A,2730.6
0.271,2.172,31.805,0.3,4.945,8.578,99.85,15_9-F-11A,2730.7
0.269,2.168,30.824,0.3,4.957,8.578,100.155,15_9-F-11A,2730.8
0.266,2.166,31.457,0.302,4.98,8.578,100.407,15_9-F-11A,2730.9
0.264,2.165,29.74,0.299,4.99,8.578,100.583,15_9-F-11A,2731.0
0.261,2.166,30.362,0.299,4.973,8.578,100.764,15_9-F-11A,2731.1
0.261,2.168,32.185,0.301,4.938,8.578,100.914,15_9-F-11A,2731.2
0.264,2.169,32.844,0.301,4.897,8.578,101.017,15_9-F-11A,2731.3
0.269,2.168,32.868,0.301,4.86,8.578,100.835,15_9-F-11A,2731.4
0.274,2.167,32.254,0.3,4.835,8.578,100.641,15_9-F-11A,2731.5
0.277,2.167,30.218,0.301,4.837,8.578,100.502,15_9-F-11A,2731.6
0.277,2.169,28.751,0.303,4.865,8.578,100.426,15_9-F-11A,2731.7
0.276,2.172,30.127,0.301,4.89,8.578,100.44,15_9-F-11A,2731.8
0.274,2.175,28.826,0.301,4.898,8.578,100.63,15_9-F-11A,2731.9
0.269,2.177,28.313,0.301,4.893,8.578,100.713,15_9-F-11A,2732.0
0.261,2.178,29.273,0.304,4.893,8.578,100.724,15_9-F-11A,2732.1
0.255,2.179,29.054,0.305,4.903,8.578,100.608,15_9-F-11A,2732.2
0.254,2.18,30.618,0.305,4.91,8.578,100.326,15_9-F-11A,2732.3
0.256,2.18,32.304,0.307,4.909,8.578,100.007,15_9-F-11A,2732.4
0.259,2.18,33.175,0.306,4.911,8.578,99.784,15_9-F-11A,2732.5
0.261,2.181,33.321,0.304,4.926,8.578,99.664,15_9-F-11A,2732.6
0.258,2.183,31.109,0.303,4.954,8.547,99.58,15_9-F-11A,2732.7
0.256,2.185,30.653,0.303,4.979,8.578,99.438,15_9-F-11A,2732.8
0.255,2.186,31.439,0.304,4.986,8.578,99.319,15_9-F-11A,2732.9
0.256,2.186,31.001,0.306,4.968,8.578,99.203,15_9-F-11A,2733.0
0.259,2.186,28.76,0.307,4.935,8.578,99.006,15_9-F-11A,2733.1
0.265,2.188,29.215,0.307,4.902,8.578,98.876,15_9-F-11A,2733.2
0.268,2.191,29.458,0.308,4.886,8.547,98.8,15_9-F-11A,2733.3
0.267,2.194,28.684,0.311,4.882,8.547,98.83,15_9-F-11A,2733.4
0.264,2.193,28.776,0.312,4.876,8.547,98.869,15_9-F-11A,2733.5
0.261,2.19,31.038,0.309,4.859,8.547,98.919,15_9-F-11A,2733.6
0.258,2.188,30.063,0.306,4.843,8.578,99.129,15_9-F-11A,2733.7
0.257,2.187,30.084,0.306,4.842,8.578,99.202,15_9-F-11A,2733.8
0.255,2.187,30.82,0.31,4.86,8.578,99.131,15_9-F-11A,2733.9
0.252,2.187,30.607,0.309,4.892,8.578,99.242,15_9-F-11A,2734.0
0.249,2.189,29.842,0.309,4.927,8.578,99.314,15_9-F-11A,2734.1
0.249,2.193,29.13,0.308,4.949,8.547,99.329,15_9-F-11A,2734.2
0.249,2.199,30.621,0.307,4.954,8.547,99.334,15_9-F-11A,2734.3
0.249,2.203,31.006,0.308,4.939,8.578,99.35,15_9-F-11A,2734.4
0.252,2.204,33.059,0.308,4.906,8.578,99.382,15_9-F-11A,2734.5
0.256,2.202,32.959,0.309,4.864,8.578,99.242,15_9-F-11A,2734.6
0.256,2.201,31.043,0.316,4.833,8.578,99.174,15_9-F-11A,2734.7
0.256,2.202,29.798,0.318,4.834,8.578,99.296,15_9-F-11A,2734.8
0.252,2.206,30.48,0.321,4.882,8.547,99.437,15_9-F-11A,2734.9
0.25,2.21,30.842,0.319,4.957,8.547,99.617,15_9-F-11A,2735.0
0.249,2.212,29.875,0.317,5.021,8.547,99.879,15_9-F-11A,2735.1
0.251,2.211,29.465,0.316,5.043,8.578,99.859,15_9-F-11A,2735.2
0.252,2.209,28.042,0.316,5.034,8.578,99.749,15_9-F-11A,2735.3
0.253,2.208,29.679,0.317,5.031,8.578,99.619,15_9-F-11A,2735.4
0.253,2.206,28.621,0.314,5.048,8.578,99.436,15_9-F-11A,2735.5
0.253,2.204,28.545,0.314,5.065,8.578,99.268,15_9-F-11A,2735.6
0.253,2.201,29.305,0.321,5.057,8.578,99.242,15_9-F-11A,2735.7
0.25,2.2,28.505,0.323,5.018,8.578,99.302,15_9-F-11A,2735.8
0.244,2.201,30.448,0.32,4.972,8.578,99.368,15_9-F-11A,2735.9
0.239,2.205,29.819,0.32,4.944,8.578,99.246,15_9-F-11A,2736.0
0.237,2.21,29.515,0.32,4.938,8.578,99.073,15_9-F-11A,2736.1
0.242,2.213,30.596,0.317,4.94,8.578,98.853,15_9-F-11A,2736.2
0.249,2.214,29.474,0.317,4.938,8.578,98.486,15_9-F-11A,2736.3
0.254,2.213,29.882,0.313,4.931,8.578,98.228,15_9-F-11A,2736.4
0.256,2.212,30.644,0.315,4.923,8.578,98.043,15_9-F-11A,2736.5
0.254,2.212,29.769,0.318,4.918,8.578,97.773,15_9-F-11A,2736.6
0.253,2.21,28.775,0.319,4.919,8.578,97.954,15_9-F-11A,2736.7
0.253,2.208,29.931,0.316,4.932,8.578,98.526,15_9-F-11A,2736.8
0.249,2.207,32.588,0.311,4.953,8.578,98.882,15_9-F-11A,2736.9
0.25,2.207,33.731,0.31,4.968,8.625,99.156,15_9-F-11A,2737.0
0.247,2.207,31.543,0.31,4.978,8.578,99.348,15_9-F-11A,2737.1
0.244,2.206,31.458,0.307,4.997,8.578,99.474,15_9-F-11A,2737.2
0.249,2.202,30.848,0.309,5.034,8.625,99.378,15_9-F-11A,2737.3
0.251,2.198,30.6,0.311,5.081,8.578,99.002,15_9-F-11A,2737.4
0.251,2.196,30.925,0.311,5.11,8.578,98.833,15_9-F-11A,2737.5
0.25,2.197,30.924,0.312,5.102,8.578,98.718,15_9-F-11A,2737.6
0.25,2.2,30.409,0.313,5.064,8.578,98.658,15_9-F-11A,2737.7
0.252,2.203,31.13,0.313,5.005,8.578,98.755,15_9-F-11A,2737.8
0.255,2.203,32.316,0.306,4.939,8.578,98.909,15_9-F-11A,2737.9
0.257,2.2,31.159,0.301,4.87,8.578,99.123,15_9-F-11A,2738.0
0.256,2.196,32.276,0.3,4.815,8.578,99.221,15_9-F-11A,2738.1
0.251,2.194,32.078,0.302,4.788,8.578,99.371,15_9-F-11A,2738.2
0.245,2.194,32.19,0.299,4.799,8.578,99.711,15_9-F-11A,2738.3
0.241,2.195,32.046,0.291,4.842,8.578,99.827,15_9-F-11A,2738.4
0.243,2.196,31.058,0.292,4.9,8.578,99.896,15_9-F-11A,2738.5
0.248,2.196,28.631,0.293,4.95,8.578,100.026,15_9-F-11A,2738.6
0.254,2.196,27.671,0.297,4.976,8.578,100.129,15_9-F-11A,2738.7
0.258,2.198,27.601,0.295,4.978,8.578,100.195,15_9-F-11A,2738.8
0.26,2.2,26.929,0.295,4.97,8.578,100.148,15_9-F-11A,2738.9
0.261,2.201,27.205,0.293,4.962,8.578,100.076,15_9-F-11A,2739.0
0.261,2.2,27.5,0.294,4.948,8.578,99.972,15_9-F-11A,2739.1
0.261,2.198,26.105,0.294,4.921,8.578,99.753,15_9-F-11A,2739.2
0.261,2.195,26.372,0.295,4.891,8.578,99.622,15_9-F-11A,2739.3
0.257,2.192,26.291,0.295,4.879,8.578,99.545,15_9-F-11A,2739.4
0.251,2.189,26.794,0.299,4.902,8.578,99.491,15_9-F-11A,2739.5
0.246,2.188,28.24,0.302,4.955,8.578,99.569,15_9-F-11A,2739.6
0.244,2.191,28.507,0.302,5.009,8.578,99.75,15_9-F-11A,2739.7
0.247,2.196,28.026,0.303,5.035,8.578,100.039,15_9-F-11A,2739.8
0.252,2.198,27.18,0.3,5.036,8.578,100.415,15_9-F-11A,2739.9
0.255,2.195,28.47,0.299,5.03,8.578,100.867,15_9-F-11A,2740.0
0.257,2.191,28.261,0.303,5.03,8.578,101.251,15_9-F-11A,2740.1
0.259,2.187,28.047,0.305,5.035,8.578,101.67,15_9-F-11A,2740.2
0.262,2.184,27.748,0.304,5.028,8.578,102.127,15_9-F-11A,2740.3
0.265,2.18,28.36,0.299,5.009,8.578,102.779,15_9-F-11A,2740.4
0.266,2.176,28.73,0.292,4.999,8.578,103.465,15_9-F-11A,2740.5
0.263,2.174,28.342,0.289,5.054,8.578,104.184,15_9-F-11A,2740.6
0.261,2.172,27.955,0.285,5.109,8.625,104.762,15_9-F-11A,2740.7
0.261,2.171,27.598,0.28,5.199,8.625,105.247,15_9-F-11A,2740.8
0.264,2.171,26.059,0.279,5.257,8.625,105.605,15_9-F-11A,2740.9
0.27,2.171,26.716,0.286,5.264,8.625,105.771,15_9-F-11A,2741.0
0.273,2.171,29.302,0.284,5.233,8.625,105.802,15_9-F-11A,2741.1
0.27,2.17,27.829,0.283,5.184,8.625,105.63,15_9-F-11A,2741.2
0.262,2.17,29.528,0.292,5.135,8.625,105.389,15_9-F-11A,2741.3
0.254,2.174,27.595,0.311,5.093,8.625,105.055,15_9-F-11A,2741.4
0.252,2.183,28.315,0.328,5.064,8.578,104.532,15_9-F-11A,2741.5
0.25,2.195,28.402,0.335,5.053,8.578,104.067,15_9-F-11A,2741.6
0.251,2.207,28.825,0.363,5.057,8.578,103.694,15_9-F-11A,2741.7
0.259,2.215,32.623,0.405,5.086,8.578,103.558,15_9-F-11A,2741.8
0.277,2.22,37.141,0.427,5.168,8.578,103.677,15_9-F-11A,2741.9
0.306,2.227,43.811,0.476,5.347,8.578,103.934,15_9-F-11A,2742.0
0.341,2.241,51.687,0.598,5.64,8.578,104.345,15_9-F-11A,2742.1
0.369,2.264,61.544,0.827,6.009,8.578,104.882,15_9-F-11A,2742.2
0.378,2.293,66.014,0.969,6.368,8.578,105.554,15_9-F-11A,2742.3
0.373,2.321,67.637,0.96,6.615,8.578,106.659,15_9-F-11A,2742.4
0.367,2.345,70.602,0.924,6.723,8.578,108.163,15_9-F-11A,2742.5
0.367,2.363,70.689,0.862,6.746,8.578,109.954,15_9-F-11A,2742.6
0.374,2.373,74.113,0.828,6.742,8.578,112.157,15_9-F-11A,2742.7
0.383,2.374,71.766,0.79,6.738,8.578,114.148,15_9-F-11A,2742.8
0.388,2.37,68.813,0.784,6.716,8.578,115.938,15_9-F-11A,2742.9
0.386,2.363,68.828,0.801,6.674,8.578,116.9,15_9-F-11A,2743.0
0.382,2.358,65.906,0.834,6.629,8.578,117.396,15_9-F-11A,2743.1
0.378,2.356,64.806,0.84,6.604,8.578,117.471,15_9-F-11A,2743.2
